,Tweet,Sentiment
794,"@Loren017Mary @PageSix I just don't believe in double standards. It is not proper, but call them ALL by Charles, Camilla, William and Catherine (even Kate is a lower standard since the others are adressed by their full name) OR King/Queen and Prince/Princess. It is downgrading a woman.",-1
795,"@_Genevieves_ As we all knew that the rest of Archetypes podcasts would be heavily edited by Spotify's 20+ production crewmembers, this latest podcast proved it. Not a peep from TW regarding King Charles III &amp; Prince William and Princess Catherine of Wales. Very telling, coming from H&amp;M.",0
796,@ksl1437 @MrsIreneTaylor1 Who is Prince Charles? 😉,0
797,Ivory is valuableValuta4Africa’sPeople-Big GameHunting a dangerous ‘pastime’job hobby-Poachers should be remunerated fairly but also had2be fined an amount aBigGameHunter WouldPay4eachPiece ofGame he/sheShoot ⁦@citizentvkenya⁩ ⁦@Veterans4Wild⁩  https://t.co/3Rz03jJevt,-1
798,"@PageSix ""...King Charles III and Queen Consort Camilla, as well as Prince William and Kate Middleton.""
@PageSix @saraknathan:  why do 3 people are able to have their name right and the Princess of Wales doesn't? Is she a lesser person?",1
799,"There won't be any #ROYALS left at this pace if King Charles strips Princess Beatrice, Princess Eugenie of their titles over Prince Andrew's conduct! #RoyalFamily #skynews 

https://t.co/1eIprNZVlt via @SkyNewsAust",0
800,"@PageSix ""...King Charles III and Queen Consort Camilla, as well as Prince William and Kate Middleton.""
@PageSix: why do 3 people are able to have their name right and the Princess of Wales doesn't? Is she a lesser person?",1
801,King Charles brother Prince Andrew lobbying to keep his Daughters’ royal titles? Movies-Clubs https://t.co/Twi3tPhilX,-1
802,@niehaus_carl Right now S.A is a failing state under Prince Cyril of King Charles III.His worse would be to make sure this country is a complete failed state and all those who don't see how evil is Cyril will soon cry the loudest. S.A is falling apart under Cyril only fools don't see that.,-1
803,Charles III wants some of his sons personality to sprinkle on him? What the hell are you crazy people talking about? Prince William is viewed as a joke! He he may be the last King of England or the monarchy will be so different when he is King it will only be a shell of itself! https://t.co/nXD5mjRCNO,-1
804,"@LouLouLa10 And having the Prince and Princess of Wales front and center will only elevate this new Era. While Charles is King, it really feels like a team effort .",1
805,Prince Charles says that it sucks to work for him. He warns people not to apply because they will probably get fired. You need to listen to people sometimes.,-1
806,"PrinceWilliam/PrinceOfWales,surely realise that thePoor inBritain,even theEconomic pressure of waging other’s thoughtlessWar instead of bowing the knee&amp;reason the disagreements out,would be relieved by theAuction Of BuckinghamPalace’s Ivory ⁦@ukblm⁩  https://t.co/ucn5P8tHhK",-1
807,@MrsIreneTaylor1 More spin. He’s waiting on Prince Charles.,0
808,"“Prince of Wales calls for Greater Population Control for the Developing World”

Article from 2010 in The Telegraph quoting (now) King Charles has many worried, wondering if he still holds the same views.  

Bitch!

https://t.co/LhLCxS3IM3 https://t.co/IFiWmPBNjU",-1
809,"🏴󠁧󠁢󠁥󠁮󠁧󠁿 Prince Klon vs. Prince Charles, ein Fernsehinterview vom 04. Juni 2020 bei Sky News. Ist das der echte ""Charles""? 🤷🏻‍♂️🤷🏻‍♂️🤷🏻‍♂️ https://t.co/QgFwEIvknE",0
810,RT @JenCarsonTaylor: @CountessCommon1 I loved his interview on BBC this evening. Always so impressed with the way people’s lives are change…,1
811,"Prince Charles, the heir to the throne, his wife Camilla, and his sons, William and Harry, are said to be traveling to the #queen’s Scottish Highlands estate to be with her.
#Elizabeth #Tribute #Queen #TheTRNDshop #Tshirt 

🔜https://t.co/lz77JvRcxB https://t.co/WXahQ1MJCx",0
812,"In 1st speech as Prince of Wales, William champions wildlife (from @AP)
Thank you Prince William.  https://t.co/a6mKKIQvGy",1
813,"@GBNEWS Prince Charles, in his literary readings, had paid attention to the French Acadamy's Fernand Braudel, Philip and the Mediterranean-----incidently he also write The Structures of Modern Life, dealing with historic development of Money and Mercantilism, Chinese, European, African.",0
814,@carl_zero Just done it. Omg it can’t be!! Others are saying Cliff Richard and  Prince Charles well Nostradamus did predict “king” Charles would abdicate 🤔 x,1
815,"@KathleenRMC1 @ToddFellbaum @Out5p0ken Jkf, Bill Clinton, Bill Gates, Prince Charles, Adam Levine, basically every celebrity….C’mon. You can’t box this up and make it political.",0
816,@NoToMisogyny I mean I identify as the 50 year old male child of Prince Charles which means I'm the actual heir to the throne.,0
817,@celebitchy I find it a very strange coincidence that Charles and William met with Saudi Arabia’s Crown Prince Mohammed bin Salman mere months before Jamal Khashoggi's murder was ordered. Khashoggi was not only a journalist but he was also the 1st cousin of Dodi Fayed. Stranger than fiction.,-1
818,"Prince William delivered his first speech as heir to the British throne at a wildlife protection summit, signaling that the royal family will continue to champion environmental causes as King Charles III is forced to step back from front-line campaigning. https://t.co/j8c64Y9QsL",-1
819,Whitepaper ready🤩🤩LFG!!!🔥🔥🔥https://t.co/uxBd36oFM4#NFTCommunity #Airdrop #KingCharles,0
820,"King Charles III paying £700,000 to Prince William in rent https://t.co/V91ihVYGRE",0
821,"Both King Victor Emmanuel and his brother Charles Felix had no sons, and the heir presumptive to the throne was Prince Charles Albert, of the Carignano branch of the house of Savoy.",0
822,RT @joeloveshelen: #Charles &amp; #QueenMargrethe made a deal following the queen's death. Margrethe is taking one for the team in order to pav…,-1
823,@shoshanade @CarolHu43989992 @AndrewMarr9 @LBC Charles has absolutely no power to do anything as king. He can't even go to meetings anymore in case what he used to be a proponent for as a prince gets termed as politically motivated now he's king 🤷,1
824,"NEW VIDEO🔥🔥

Meghan couldn't resist could she 😂 The issue is their desperation 4 relevance shows. You can set your watch to every PR Stunt depending on the Royal Families appearances, ESPECIALLY King Charles with Prince William.

https://t.co/G4BXVo11pX https://t.co/GRcznLn1nJ",-1
825,"@Canellelabelle Hope to see more of Sophie !
Looks like her family will be supporting King Charles and Prince William in their duties !",1
826,Prince William : pourquoi Charles III va lui verser 800 000 euros - Gala https://t.co/VC2jrqijah,0
827,@chel2809 @hrrysgreysuit Perhaps he should have sent it to Queen Elizabeth II and Prince Charles.  🤺,0
828,"The Prince of Wales spoke about how Queen Elizabeth II, King Charles and Prince Philip all influenced his passion for conservation
https://t.co/Q2RBuhMduA",1
829,@hellen3030 The Prince of Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿 Will Make An Amazing ‘Future King’ Prince William can relate to Normal People. Prince William will help King Charles III Do His Duties 🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿♥️💙♥️💙💙♥️🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿,1
830,"Is Prince Andrew, brother of King Charles, lobbying to keep his daughters’ royal titles? https://t.co/WhQZreCWNg",-1
831,"Prince Philip, HMTQ &amp; King Charles are honoured by Prince William https://t.co/yPPRMWEP1u",1
832,@fashion654 @teejay46664 I’m not a Charles fan but he did take lessons before becoming Prince of Wales. William has had years to prepare he knew one day he would be  Prince of Wales. No excuses..,1
833,"@juneslater17 That is the British Government doing because supporting #GreatReset (Prince Charles baby project) which came aling with #Agenda2030. 
Many people are still oblivion blind about it.",1
834,RT @historyinmemes: In 1995 Duchess Camila's attempted to recreate Lady Diana's famous revenge dress which she wore when Prince Charles con…,-1
835,"@MrAndyNgo @LozzaFox And not 'Prince Charles' or 'King Charles I' as LF referred to him. Also, LF not interested in making Scotland, Wales, or NI 'great again', just England. Perhaps he thinks Wales and Scotland are already great under Drakeford and Sturgeon.",1
836,"King Charles III and Prince William walked behind the coffin of Queen Elizabeth II during the procession from Buckingham Palace to Westminster Hall in London for her lying-in state on Sept. 14, 2022.
#TheTRNDshop #Tribute #Tshirt #Elizabeth #Queen 

→https://t.co/cZOyquu1yC https://t.co/ZfuJSDhncR",0
837,"The town that Charles built: A prince’s plaything or architectural theme park?

https://t.co/DvzWaou4eZ",0
838,RT @Patrici93862611: @Zimkita_sa01 Can you imagine that?  The side piece aka Consort's needs have been met above Chuckie's grandkids; it ha…,1
839,"The family of Happy Charles and the Prince Albert Police released new video to raise awareness to Happy's disappearance and to hopefully receive information on her location.

https://t.co/J2bMSwtlaM",1
840,"@piersmorgan King Charles has no power to exile Harry. He was born Henry Charles Albert David of Wales. A Prince of the United Kingdom. If you can take that away then the hereditary monarchy isn't a thing.  

Do U really think we won't let H. stay in the US? The Father of an American citizen.",1
841,"Then Prince Charles lobbied the SNP to introduce Teach First, which would fast-track teachers and (many feel) dilute teacher training standards. 

Oh, and it worked! 

https://t.co/vhC1fQKJn6… https://t.co/euu4PSN9wa https://t.co/1cJcOvDpAz",0
842,"@VogueRunway Here is the over exposed photoshopped photo that Meagain and Hazbeen paid to flood twitter after King Charles, Queen Camila, and the Prince and Princess of Wales photo was released #meghanmarkleisanarcissist",-1
843,Kate Middleton and Prince William Shared a Subtle PDA Moment in a New Royal Portrait https://t.co/icArByQUbL via @InStyle,1
844,RT @Jaxonite007: @calvinrobinson HM King Charles had addressed this issue back in 2013. Their situation has sadly gotten worse. “Prince Cha…,-1
845,I’m watching #TheCrown and Prince Charles is absolutely insufferable 🤮,0
846,@brfootball @TUDNUSA Replace inconsistency with Dembele in the dictionary Prince Charles😭,0
847,"RT @Daily_Express: Archie and Lilibet 'not going to get titles' as Charles seeks 'long-wanted' monarchy
https://t.co/1kEYVOjqff",0
848,"@ismael_tieman Libériens+Sierra-Leonais = ??? C’est cette combinaison composée de Fodey Sanko, Charles Taylor, Prince Johnson qui ont exécuté Sankara à Ouaga en Septembre 1987.",0
849,"@MyCastillo22 @_PeterHunt I don’t doubt that Charles III will want to follow suit rather than leave it to William, Prince of Wales, heir apparent to the British throne.",1
850,"New official photos of the Crown Prince and Princess Charles and the King and Queen Consort Camilla, with the ""hand position"" of Princess Catherine and Queen Consort Camilla making headlines.
#QueenConsort #PrincessCatherine 

https://t.co/BzVAIziqdk",1
851,"Replace Inconsistency with Dembele  in the dictionary Prince Charles 😭
😭",0
852,"@VioletR86409919 @tismeagainuk @Own_it_Lisa @McarthurGwen @NyakioR given by the monarch, The day The Queen passed &amp; Charles became King, Charles was no longer ""Prince of Wales"" therefore, William &amp; Harry were no longer ""of wales"" because their father was now King of England, William being 1st in line was able to become Prince of Wales.",0
853,"Prince Harry 'snubbed dinner with Charles and William on day Queen died after Meghan was bannedâ
#Tshirt #Queen #TheTRNDshop #Tribute #Elizabeth 

🔜https://t.co/xM0PGiykzm https://t.co/tGEQ5gOI8C",-1
854,"Just saw the vanishing at the Prince Charles. Great film, very unsettling. https://t.co/z1JDPnxG9Z",1
855,RT @CNEWS: Prince William : son père le roi Charles III va devoir lui verser 800.000 euros par an https://t.co/SkZ9hurH3b,0
856,"@OliverPeed Prince Andrew should be next in line of succession to the throne. William, Harry and their children were divorced from succession once Charles &amp; Dianna divorce was finalized according to Church of England beliefs.  Andrew and Edward are the only legal heirs.",1
857,@slvtforselena @SelenaFanClub prince charles cinema x,0
858,"RT @oneunderscore__: In conclusion, Elon Musk's Twitter purchase will have to be heavily financed by someone else in order for him to compl…",0
859,@Cruisers_creek @PippaCrerar He did in Australia in 1975! The Governor General sacked our elected government.. the Queen Prince Charles all involved. Seems the UK needs the same treatment!,0
860,@43Silencer @CambridgeCrown @kastlbend The difference is King Charles first marriage was arranged prince Williams was not,0
861,"@delilahc401 @BazaarUK How exactly is anyone “selling out their family”?  🙄🙄 Is Camilla, who chose @angelalevin1 (who lies &amp; uses random TikTok as her source). Did Prince Charles when he talked about his parents being cold in an authorized biography?",-1
862,"In 1st speech as Prince of Wales, William champions wildlife (from @AP) https://t.co/jmxq5rkLui",0
863,RT @Hilliebabes: @OprahDaily This is misinformation. Prince Charles said he loves Harry and Meghan very much and wished them well in their…,1
864,RT @EtienneMallarme: @Az79923807 @royal_suitor @mizzorizzo This documentary presents a history of how the Prince of Wales Charles behaved w…,0
865,The gay won't lay with prince Charles.,0
866,"RT @GBNEWS: ‘I’m sick and tired of Prince Harry and his woke ways.’

Royal expert Charles Rae reacts to the Duke of Sussex being mocked by…",-1
867,"@curtdoolittle They also heavily rely on supporting local groups who engage in barbaric practices, like the FSA, or ISIS, the contras, prince Charles",1
868,@_Peebs69 I was literally just thinking this. I am tiny if I was Prince Charles it would be game over,0
869,@ScotNational Unjust! No other landord gets to do this before a Bill becomes law. Pulling rank by King Charles is not on. #King or no king. Politicians are voted to rep the people not a King. Do we have another arrogant Prince Andrew here??,-1
870,"RT @John_De_graeme: #OnThisDay 
in 1694 Lord George Murray was born at Huntington tower castle in Perth
He would go on to become one of Pri…",0
871,"@judithin77 @LouiseGhislaine James Ogilvy, Lady Sarah Armstrong-Jones, George Earl of St Andrews, Lady Helen Windsor, Prince Andrew, Prince Edward, David Viscount Linley, Prince Charles, Marina Ogilvy and Princess Anne",0
872,@GanzaHubert @LouisonMomboto @YvesBuya1 @DenisMukwege @fhollande J’avais bien dit qu’elle ne fait pas partie de la lignée royale. La lignée royale est composée des Enfants de la reine et les enfants du prince Charles .,0
873,"LRT: Would love to be a part of a Fulci cinema marathon somewhere like the Prince Charles Cinema one day, needs to be done.",1
874,"@PittLabs @cmarschnerde @RalphPoehner1 The temple front is out of place (not ""misguided"", that is what you are) on any building which does not serve the cult of Zeus or Jupiter, and that is by far the vast majority of today's buildings. Obviously Prince Charles has put the thick fog of nostalgia in many brains.",0
875,"@MaggieMobrules Harry: serves in combat, sets up Invictus, supports his wife 100% after watching Charles and the RF destroy his mum. 
Andrew: hangs out with pedophile child trafficker and has sex with trafficked teenagers. 
Weird racist Twitter royalists: “Harry is the worst prince ever!”",-1
876,@faithandseven @hume_amy @Jelakins @calder_price Yes they most certainly have been given money from King Charles and the Duchy. Hope that stops now that Prince William is in charge of the Duchy.,1
877,King Charles III Reportedly Reveals Requirement for Prince Harry’s Kids to Receive Royal Titles https://t.co/exGml6Lrje,0
878,Mdr meghan elle est mauvaise mais le prince Charles il est écologique mdr c pour ça il est désagréable franchement que de vieux cons ils sont conciliant et les babtou mais la noir poir qui se prend t elle mais qu elle cuot  #TPMP,0
879,i hate these freaks like every normal person but it would require a tremendous amount of political effort to do this that could be better spent advocating for mass public housing builds or something. we can just quiet quit on prince charles not invite him around https://t.co/knEa8OSA6j,1
880,@AModernDuchess Camilla married the Prince of Wales and Future (now) King Charles III. Still her children do not have titles nor do they receive paid for security. Meghan married THE SPARE … already moved down the line of succession by the birth of his brother’s children. Do the math.,1
881,"@journo_dale Ah, plse don't use the word 'royal' as some may confuse it with the PRINCE/KING Charles whose decades long association with PEDOPHILE, Jimmy Savile, most certainly would not agree with criminal punishment on sexual abuse of CHILDREN! https://t.co/sv1ZKS3aY0",-1
882,"It is called King’s consent &amp; the Queen and Charles, as Prince of Wales have done it as well. This is bonkers btw https://t.co/Mdvml7E1ko",1
883,@blisskinjo @JulieSe82537001 @anderson7836 @KajolMomento What! William was never The Duke of Edinburgh! When Prince Philip died the then Prince Charles held the title and hold it now. William will not be Duke of Edinburgh but Prince Edward is slated to be,-1
884,"But if HM King Charles III @RoyalFamily does not attend Cop27 in Egypt in November, and the Prince of Wales @KensingtonRoyal does not stand in, and PM Truss also declines, is  the global climate change conference wide open for ‘alternative royals’ Harry and Meghan? Just asking. https://t.co/aInOx85mcF",0
885,@russellcrowe It will be very sad and a great loss if King Charles III can not attend but if it is deemed unsuitable then surely the Prince of Wales could represent him?,1
886,"King Charles I when Prince of Wales, 1813 #charlesturner #romanticism https://t.co/FPc7gQorMm https://t.co/C1fKsq2ITO",0
887,@RE_DailyMail I will ALWAYS curtsy to our King &amp; Queen &amp; also some of the bigger royals. I had the greatest of pleasure in curtsying to Prince Charles (as he was in 2001],1
888,"The family of a Prince Albert woman that has been missing for five years has partnered with the Prince Albert Police Service to release a video appealing for information on her whereabouts.

https://t.co/qEXD8Duqm5 https://t.co/VBAMVlNCrO",-1
889,Faut prendre harry https://t.co/Qprf3ITVV4,0
890,After Queen Elizabeth funeral if you still believe all the lies UK writing or saying about prince Harry and princess Meghan you're a racist also you're not a good  person. Charles was jealous of Daina and William and his wife are jealous of Harry and princess Meghan 🤣😂🤣😂🤣,-1
891,"RT @nowthisnews: Spencer added that he thinks Prince William should go in Charles’ stead, saying, ‘I’m sure the Prince of Wales will be a h…",1
892,"@Zimkita_sa01 Can you imagine that?  The side piece aka Consort's needs have been met above Chuckie's grandkids; it has happened B4.  

https://t.co/n1tXP7yBJD 
Apr 13, 2012: A source close to Charles said: ""The Prince has created trust funds for Camilla's children. He and she are concerned..",1
893,"@MedicineExplai1 @misanharriman @OneYoungWorld No matter how hard they ( The Firm) try...the whole concept of "" royalty "" is based on BLOOD.  
Unless KING CHARLES III denies  Prince Harry is his son...he will ALWAYS be a Prince.  His children will ALWAYS be a Prince &amp; Princess whether given public titles or not.",-1
894,@LukeGrenside @Andrewculllen @MichaelBensonn A belt is a belt. AJ beat Prince Charles Martin for his 👑,0
895,"RT @JustJared: So many royal bombshells were revealed in a new book including the rumored nickname King Charles gave to Duchess Meghan, the…",0
896,@robpalkwriter He might be smoking roll ups to get the taste of Prince/King Charles’ arsehole out of his mouth.,0
897,"@Dave04389730 @chunkymark 🤣🤣🤣🤣🤣🤣🤣🤣I predict King Charles will eventually strip the Sussexes of their titles entirely. Harry will remain a prince by birthright, nd that will b it. She nd the children will have zero titles. I would bet u 1 whole dollar this is what happens.

#MeghanMarkleIsAGrifter",0
898,"So many royal bombshells were revealed in a new book including the rumored nickname King Charles gave to Duchess Meghan, the moment Prince William &amp; Princess Kate realized they needed to ""up their game,"" what ""irritated"" the King, and so much more: https://t.co/PFz9xH12vV",-1
899,"Spencer added that he thinks Prince William should go in Charles’ stead, saying, ‘I’m sure the Prince of Wales will be a huge ambassador for the environment, moving forward.’

In 2021, then-Prince Charles gave the opening address at COP26 in Glasgow, Scotland.",1
900,"@Daniel_phan @kendallrowanx What don't you get, PIF aren't princes they are a Saudi wealth fund who is ran by Yasir Al-Rumayyan, who you guessed it isn't a Saudi prince. 

PIFs chairman is Mohammed Bin Salman who is a saudi prince but Its like saying the UKs leader is King Charles",0
901,RT @ArchiesServants: HRH Prince Archie and HRH Princess Lilibet can only be stripped of those titles by King Charles. They got those titles…,0
902,"Prince William Will Reportedly Collect $797K Rent from King Charles' Highgrove Estate Where Diana Did Interior
https://t.co/08WbRkL6ky",0
903,"RT @kmww15: Wrong. Check the George V convention. The grandchildren of the British monarch (Charles) Archie Lili, are AUTOMATICALLY HRH &amp; P…",-1
904,"@Collzinho09 @ladbible Ive heard 3 names
David jason
Cliff richard and
Prince charles",0
905,@ChrisMcEleny What's Charles doing in a kilt he's nae even Scottish &amp; he's never helped Scotland he buys expensive house in america for his son. Who got off breaking the law taking friends up in a military helicopter. Prince William is by far the best &amp; he's a great dad.He would make afab king,1
906,"@toryboypierce @mailplus Why give these two nonentities coverage? They are history.  Onwards and upwards King Charles and Prince William, God save the King!! Xx",1
907,@RichardKear @Zimkita_sa01 And to add to the delusion... Archie &amp; Lily are not prince &amp; princess and won't be until &amp; unless King Charles grants them that title. LP 2012 issued by her gracious majesty QEII did not provide titles other than for the heir to the throne &amp; his children. That's not Harry.,1
908,RT @Elizabe46431051: @GillG25966996 @AulaJose21 @youreallmad 1917 act by King George decided they are HRH Prince and Princess. Grandchildre…,0
909,"@Telegraph Weird given Prince Harry never stopped a life of duty.  Actually he is free to do it the way he wants, unlike Charles who has been ordered not to attend a climate change event when climate change is his big issue.  Harry's facial expression is more one of disgust with the UK BS.",-1
910,"RT @hrrysgreysuit: Markle's worst nightmare isn't King Charles, it's the Prince of Wales: 
Says Neil Sean

“PW is playing the long game.
An…",-1
911,RT @Prunelles_2: Quand tu fais un selfie entre le Prince Charles et Dany Boon. https://t.co/W1VsyfstQ9,0
912,"RT @Libres_RT: Hello-o!
La monarchie britannique ébranlée par le décès de son ""guide"", Charles, devenu Charles III, rend son costume de #pr…",0
913,"FOC Show: Juan O Savin | Blood Lines Matter, Prince Charles, Diana, Prince William even Barack Obama https://t.co/xe4KFvZU64 
via @YouTube",0
914,The relationship between King Charles III and Prince Harry has some repairing to do https://t.co/mPV1YTHKYk,0
915,"RT @GlasgowSouthSSP: 👑🚫
The King himself is one of the UK's major landlords.

Here are some of the ways he has benefitted from the monarch'…",1
916,"RT @Daily_Express: King Charles faces 'most delicate test yet' amid speculation over Sussex children titles
https://t.co/CXck2TfO3I",1
917,"“His Majesty King Charles was invited as a very special guest to Cop27. The invitation was extended to His Royal Highness as Prince of Wales, and renewed to His Majesty as King, and he will be most welcomed in Sharm el-Sheikh if he honours us with his presence.” he should go https://t.co/8U8ZJOV4My",1
918,"RT @Connie2835: Make no mistake, the reign of King Charles III and the Queen Consort, supported by the Prince and Princess of Wales, appear…",0
919,"Make no mistake, the reign of King Charles III and the Queen Consort, supported by the Prince and Princess of Wales, appears to be off to a fabulous start. https://t.co/KVeWZ0u77O",1
920,"👑🚫
The King himself is one of the UK's major landlords.

Here are some of the ways he has benefitted from the monarch's secret interference with housing legislation:
https://t.co/bElNgehQU2",1
921,"RT @Mystikcowboy: PRINCE CHARLES : HE HAS TRILLIONS AT HIS DISPOSAL😳
Who is he ❓
Is the antichrist already here? 👀 https://t.co/Ph59C6tB7x",0
922,DANBURY MINT Prince Charles Princess Diana and Flower Girl 3 dolls https://t.co/Y3yYkpgJkZ eBay https://t.co/FlJ7wTRCTd,0
923,RT @partlyc2: @OK_Magazine Is this the same tactics as when omid scobie said the Sussex's were going to forgo titles cuz they knew the Quee…,0
924,"RT @MeghanHarryFans: During the March 7, 2021 interview with Oprah Winfrey, Meghan , The Duchess of Sussex tells Oprah Winfrey about Prince…",0
925,@LCGillatt @TSeek84 @BaronessBruck All the holdings are either part of the Crown estates or private estates (Duchy of Lancaster - King Charles and Duchy of Cornwall- Prince William).  Harry has nothing in the UK except the lease on Frogmore Cottage (part of the Crown Estates).,0
926,"Such is the mind, seeing ""Prince of Wales' speech"" on Beeb and immediately thinking Charles.",0
927,"🌏 “Our natural world's one of our greatest assets.”

－ Prince William's speech today from the @united4wildlife World Summit.

👑 Today was his first speech as Prince of Wales, the fact that the first speech his father King Charles as Prince of Wales was about plastics in 1970. https://t.co/fsQh9TQL6z",1
928,@charlieINTEL Why doesn't Activision just make a Prince Charles Operator skin for 2400 COD points?  Give the proceeds to Hi Royal Highness.,0
929,"@Tobias_Ellwood Prince Charles, best friends with Saville, who said in 2009 we have 8 years to save the planet, while he lives in big mansions and flies around in private jets. Not everyone is so stupid.",1
930,@OK_Magazine Is this the same tactics as when omid scobie said the Sussex's were going to forgo titles cuz they knew the Queen told them no to HRH prince titles and now Charles's plans on it too ? 😂 FYI harrry cant decide something that the king hasn't gifted to either child . https://t.co/zxxrMKXMPK,1
931,"admiro Prince Charles, pero oidio Franklin D. Roosevelt",0
932,"@WH1108 @LadyFilmFatale @TomHart02572715 @Eamon0303 @CoutureRoyals Charles also bestowed only William As Prince of Wales in his speech, the title comes automatically for Catherine as well.",1
933,Prince William has delivered his first speech as heir to the throne at a wildlife protection summit The choice of venue signals that the royal family will continue to champion environmental protection as King Charles III is forced to step back from … https://t.co/oezwneyBYt,-1
934,@SiggyStardust80 Happy looks a lot like Prince Phillip when he was younger. I do think there may have been DNA test done years ago just to be sure though 😅. I hope King Charles puts Happy &amp; Migraine in their place now.,1
935,I hope you niggas know that Prince Charles or whatever the fucky-Dee-doo  his name was passed away like 2 weeks after becoming the king,1
936,"@ScotNational This is nothing new for him. He’s intervened in property laws before…

Prince Charles vetted laws to stop his tenants from buying the freeholds of their homes:

https://t.co/lky89VZPII",-1
937,"https://t.co/whmyJhk56j
The Inheritance game for Prince Charles. https://t.co/6dWW0JtYYJ",0
938,i’ll never get over how princess diana was SIXTEEN when she met THIRTY year old prince charles. the abuse of power is unreal. she deserved so much better.,-1
939,"RT @Terror_Alarm: 🇬🇧🛰️🇷🇺 | Just days after #Russia launched an unknown object into space, Prince Charles warns about the imminent threat of…",-1
940,"@narendramodi_in We had proposed seminar on Vasudhaivakuttumbakam / International Brotherhood by inviting the global leaders like President of USA, Ronald Regen, Mikhail Gorbachev of USSR, Prince Charles from UK, Henry Kissenger from UN, Indian PM Rajiv Gandhi, PM of Japan.",1
941,"@kwilliam111 They are.
Orders from the top. All Police forces are in on it.
King Charles' best mate was Jimmy Savile and Prince Andrew's was Epstein. Say no more!
@syptweet @UKPolice_Online @10DowningStreet @RoyalFamily @gmpolice @WMerciaPolice @WMPolice @WestYorksPolice @Keir_Starmer",1
942,"RT @jomilleweb: @LisaRaynes1 Before you play a toxic white savior complex, know your facts:

https://t.co/XMykZsy4ds",1
943,"@rainey_knight @TandCmag Charles and Camilla's adultery and marital collapses have been well documented. Unlike Meghan, they are known for other things as well. 

Meghan, like her predecessor Wallis Simpson, will be known as the woman who tore Prince Harry away from his duty and breaking up his family.",1
944,"@philipvmurphy @Tankslider He's being told what to do, otherwise more stories like this will come out. They're neutralising him. https://t.co/6tLOUuBngz",1
945,"Yeah, it's still a monarchy. It's not a representative democracy. Why does the UK pretend otherwise?

https://t.co/Gljpb6c1Tt",1
946,"Glad to see Prince William taken a leaf out of his father book. Just like his father Prince William first public speech as Prince of Wales was about the environment 

Indeed King Charles was way ahead of his time and generation 

#KingCharlesIII 
#PrinceofWales https://t.co/VkqHysHIlf",1
947,@CameronDLWalker @Daily_Express Excellent piece! I look forward to reading more about the actions of King Charles &amp; Queen Camilla; the Prince &amp; Princess of Wales; Princess Anne; Prince Edward and Sophie - the royals who are actually the future of the monarchy!,1
948,"RT @Broonpot: @BjCruickshank This is not the first time the issue of ""Royal Assent"" has surfaced at Holyrood. It is a UK constitutional con…",0
949,"And hence it was the general assumption that she did not carry the baldness gene and hence will not pass it down to her descendants.

But now, we see that King Charles III, Prince Edward, Prince William and Prince Harry suffers from baldness, with Prince William-",-1
950,RT @WomansDay: The image was taken on the eve of Queen Elizabeth's state funeral. https://t.co/2S7g5j9XqF,-1
951,Revealed: how Prince Charles pressured ministers to change law to benefit his estate 😡ruthless greed  https://t.co/aaIwymwtyu,-1
952,"King Charles: Message to Prince Harry and Meghan Markle With First Official Portrait,  he to old  needs to step aside and enjoy his concubine. ⁦@PrinceHarryMar1⁩ could care less. ❤️ He’s doing what he knows his Mom The Queen would be proud of 🥰 https://t.co/ufz7CjdZcM",1
953,@BBCandrewkerr You mean returned it to it’s rightful place. Which you have taken to crown Prince Charles. Just make sure it’s returned.,1
954,"ForksTalk Newswatch: First Official Portrait of King Charles with Camilla Revealed: There's No Way Back for Harry and Meghan: A new official portrait of Britain’s royal family shows that Prince Harry and Meghan, Duchess of Sussex, are out of the picture… https://t.co/VUWAYwT4tQ https://t.co/gz16ODilyd",0
955,"RT @news_pug: If I were King Charles, I’d make it very clear to Prince Harry and Meghan Markle that they’ll be stripped of all remaining ti…",1
956,"RT @Amaka_Ekwo: King George VI was Queen Elizabeth II’s father. Prince George is Prince William’s son and King Charles III's grandson. 

On…",0
957,"@2closetocall @EntretienSG Notre chef d'état est le prince Charles.

Tsé en partant..",0
958,King Charles Is Poised to Give Prince William and Kate Middleton Frogmore House https://t.co/mkB89yyPI5,1
959,@MphahleleMM He is visiting Prince Charles,0
960,"Ian Hamilton didn’t waste time going on the offensive after becoming Aberdeen University rector in 1994. He derided the “Deeside gentry”, went to the Blue Lamp for post-ceremony drinks and criticised a decision to give Prince Charles an honorary degree!  https://t.co/h1GaHxy0dW",-1
961,"King Charles ‘earmarked’ Frogmore House for Prince William, Kate Middleton https://t.co/KSFgepxzOe",0
962,King Charles Is Poised to Give William and Kate a Massive Mansion Called Frogmore House https://t.co/xNjB6JXDil,1
963,"If I were King Charles, I’d make it very clear to Prince Harry and Meghan Markle that they’ll be stripped of all remaining titles and dumped into the trash can of former royal irrelevance. https://t.co/6L0wOXst2N",0
